Category,Motivation,Label,Len,Text
economics,"""for their analyses of markets with asymmetric information""",5,59,analyses markets asymmetric information
economics,"""for their analyses of markets with asymmetric information""",5,59,analyses markets asymmetric information
chemistry,"""for his work on chirally catalysed oxidation reactions""",4,56,work chirally catalysed oxidation reactions
chemistry,"""for the development of click chemistry and bioorthogonal chemistry""",4,68,development click chemistry bioorthogonal chemistry
chemistry,"""for their work on chirally catalysed hydrogenation reactions""",4,62,work chirally catalysed hydrogenation reactions
chemistry,"""for their work on chirally catalysed hydrogenation reactions""",4,62,work chirally catalysed hydrogenation reactions
physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",0,154,achievement BoseEinstein condensation dilute gases alkali atoms early fundamental studies properties condensates
physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",0,154,achievement BoseEinstein condensation dilute gases alkali atoms early fundamental studies properties condensates
physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",0,154,achievement BoseEinstein condensation dilute gases alkali atoms early fundamental studies properties condensates
medicine,"""for their discoveries of key regulators of the cell cycle""",1,59,discoveries key regulators cell cycle
medicine,"""for their discoveries of key regulators of the cell cycle""",1,59,discoveries key regulators cell cycle
medicine,"""for their discoveries of key regulators of the cell cycle""",1,59,discoveries key regulators cell cycle
peace,"""for his decades of untiring effort to find peaceful solutions to international conflicts to advance democracy and human rights and to promote economic and social development""",2,175,decades untiring effort find peaceful solutions international conflicts advance democracy human rights promote economic social development
literature,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",3,113,writing upholds fragile experience individual barbaric arbitrariness history
economics,"""for having integrated insights from psychological research into economic science especially concerning human judgment and decision-making under uncertainty""",5,157,integrated insights psychological research economic science especially concerning human judgment decisionmaking uncertainty
chemistry,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",4,153,development nuclear magnetic resonance spectroscopy determining threedimensional structure biological macromolecules solution
chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",4,122,development soft desorption ionisation methods mass spectrometric analyses biological macromolecules
chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",4,122,development soft desorption ionisation methods mass spectrometric analyses biological macromolecules
economics,"""for having established laboratory experiments as a tool in empirical economic analysis especially in the study of alternative market mechanisms""",5,145,established laboratory experiments tool empirical economic analysis especially study alternative market mechanisms
physics,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",0,98,pioneering contributions astrophysics particular detection cosmic neutrinos
physics,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",0,98,pioneering contributions astrophysics particular detection cosmic neutrinos
medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",1,101,discoveries concerning genetic regulation organ development programmed cell death
medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",1,101,discoveries concerning genetic regulation organ development programmed cell death
medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",1,101,discoveries concerning genetic regulation organ development programmed cell death
physics,"""for pioneering contributions to astrophysics which have led to the discovery of cosmic X-ray sources""",0,102,pioneering contributions astrophysics led discovery cosmic Xray sources
peace,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",2,129,efforts democracy human rights focused especially struggle rights women children
economics,"""for methods of analyzing economic time series with common trends (cointegration)""",5,82,methods analyzing economic time series common trends cointegration
economics,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",5,83,methods analyzing economic time series timevarying volatility ARCH
chemistry,"""for structural and mechanistic studies of ion channels""",4,56,structural mechanistic studies ion channels
chemistry,"""for the discovery of water channels""",4,37,discovery water channels
physics,"""for pioneering contributions to the theory of superconductors and superfluids""",0,79,pioneering contributions theory superconductors superfluids
physics,"""for pioneering contributions to the theory of superconductors and superfluids""",0,79,pioneering contributions theory superconductors superfluids
medicine,"""for their discoveries concerning magnetic resonance imaging""",1,61,discoveries concerning magnetic resonance imaging
medicine,"""for their discoveries concerning magnetic resonance imaging""",1,61,discoveries concerning magnetic resonance imaging
literature,"""who in innumerable guises portrays the surprising involvement of the outsider""",3,79,innumerable guises portrays surprising involvement outsider
physics,"""for pioneering contributions to the theory of superconductors and superfluids""",0,79,pioneering contributions theory superconductors superfluids
economics,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",5,138,contributions dynamic macroeconomics time consistency economic policy driving forces behind business cycles
chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",4,61,discovery ubiquitinmediated protein degradation
economics,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",5,138,contributions dynamic macroeconomics time consistency economic policy driving forces behind business cycles
peace,"""for her contribution to sustainable development democracy and peace""",2,69,contribution sustainable development democracy peace
literature,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",3,188,musical flow voices countervoices novels plays extraordinary linguistic zeal reveal absurdity societys clicheacutes subjugating power
chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",4,61,discovery ubiquitinmediated protein degradation
physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",0,81,discovery asymptotic freedom theory strong interaction
physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",0,81,discovery asymptotic freedom theory strong interaction
physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",0,81,discovery asymptotic freedom theory strong interaction
medicine,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1,89,discoveries odorant receptors organization olfactory system
medicine,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1,89,discoveries odorant receptors organization olfactory system
chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",4,61,discovery ubiquitinmediated protein degradation
literature,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",3,112,plays uncovers precipice everyday prattle forces entry oppressions closed rooms
economics,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",5,96,enhanced understanding conflict cooperation gametheory analysis
peace,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",2,174,efforts prevent nuclear energy used military purposes ensure nuclear energy peaceful purposes used safest possible way
peace,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",2,174,efforts prevent nuclear energy used military purposes ensure nuclear energy peaceful purposes used safest possible way
chemistry,"""for the development of the metathesis method in organic synthesis""",4,67,development metathesis method organic synthesis
chemistry,"""for the development of the metathesis method in organic synthesis""",4,67,development metathesis method organic synthesis
economics,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",5,96,enhanced understanding conflict cooperation gametheory analysis
physics,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",0,129,contributions development laserbased precision spectroscopy including optical frequency comb technique
physics,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",0,129,contributions development laserbased precision spectroscopy including optical frequency comb technique
physics,"""for his contribution to the quantum theory of optical coherence""",0,65,contribution quantum theory optical coherence
medicine,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1,116,discovery bacterium iHelicobacter pylorii role gastritis peptic ulcer disease
medicine,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1,116,discovery bacterium iHelicobacter pylorii role gastritis peptic ulcer disease
chemistry,"""for the development of the metathesis method in organic synthesis""",4,67,development metathesis method organic synthesis
peace,"""for their efforts to create economic and social development from below""",2,72,efforts create economic social development
peace,"""for their efforts to create economic and social development from below""",2,72,efforts create economic social development
literature,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",3,131,quest melancholic soul native city discovered new symbols clash interlacing cultures
economics,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",5,69,analysis intertemporal tradeoffs macroeconomic policy
chemistry,"""for his studies of the molecular basis of eukaryotic transcription""",4,68,studies molecular basis eukaryotic transcription
physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",0,103,discovery blackbody form anisotropy cosmic microwave background radiation
medicine,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",1,81,discovery RNA interference gene silencing doublestranded RNA
medicine,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",1,81,discovery RNA interference gene silencing doublestranded RNA
physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",0,103,discovery blackbody form anisotropy cosmic microwave background radiation
economics,"""for having laid the foundations of mechanism design theory""",5,60,laid foundations mechanism design theory
economics,"""for having laid the foundations of mechanism design theory""",5,60,laid foundations mechanism design theory
economics,"""for having laid the foundations of mechanism design theory""",5,60,laid foundations mechanism design theory
peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",2,181,efforts build disseminate greater knowledge manmade climate change lay foundations measures needed counteract change
peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",2,181,efforts build disseminate greater knowledge manmade climate change lay foundations measures needed counteract change
chemistry,"""for his studies of chemical processes on solid surfaces""",4,57,studies chemical processes solid surfaces
literature,"""that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny""",3,133,epicist female experience scepticism fire visionary power subjected divided civilisation scrutiny
physics,"""for the discovery of Giant Magnetoresistance""",0,46,discovery Giant Magnetoresistance
medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1,124,discoveries principles introducing specific gene modifications mice use embryonic stem cells
medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1,124,discoveries principles introducing specific gene modifications mice use embryonic stem cells
medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1,124,discoveries principles introducing specific gene modifications mice use embryonic stem cells
physics,"""for the discovery of Giant Magnetoresistance""",0,46,discovery Giant Magnetoresistance
peace,"""for his important efforts on several continents and over more than three decades to resolve international conflicts""",2,117,important efforts several continents three decades resolve international conflicts
literature,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization""",3,129,author new departures poetic adventure sensual ecstasy explorer humanity beyond reigning civilization
chemistry,"""for the discovery and development of the green fluorescent protein GFP""",4,72,discovery development green fluorescent protein GFP
chemistry,"""for the discovery and development of the green fluorescent protein GFP""",4,72,discovery development green fluorescent protein GFP
chemistry,"""for the discovery and development of the green fluorescent protein GFP""",4,72,discovery development green fluorescent protein GFP
physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",0,132,discovery origin broken symmetry predicts existence least three families quarks nature
economics,"""for his analysis of trade patterns and location of economic activity""",5,70,analysis trade patterns location economic activity
physics,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",0,88,discovery mechanism spontaneous broken symmetry subatomic physics
medicine,"""for their discovery of human immunodeficiency virus""",1,53,discovery human immunodeficiency virus
medicine,"""for their discovery of human immunodeficiency virus""",1,53,discovery human immunodeficiency virus
medicine,"""for his discovery of human papilloma viruses causing cervical cancer""",1,70,discovery human papilloma viruses causing cervical cancer
physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",0,132,discovery origin broken symmetry predicts existence least three families quarks nature
economics,"""for his analysis of economic governance especially the boundaries of the firm""",5,79,analysis economic governance especially boundaries firm
economics,"""for her analysis of economic governance especially the commons""",5,64,analysis economic governance especially commons
peace,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",2,101,extraordinary efforts strengthen international diplomacy cooperation peoples
literature,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed""",3,107,concentration poetry frankness prose depicts landscape dispossessed
chemistry,"""for studies of the structure and function of the ribosome""",4,59,studies structure function ribosome
chemistry,"""for studies of the structure and function of the ribosome""",4,59,studies structure function ribosome
chemistry,"""for studies of the structure and function of the ribosome""",4,59,studies structure function ribosome
physics,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",0,72,invention imaging semiconductor circuit CCD sensor
physics,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",0,106,groundbreaking achievements concerning transmission light fibers optical communication
medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1,91,discovery chromosomes protected telomeres enzyme telomerase
medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1,91,discovery chromosomes protected telomeres enzyme telomerase
medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1,91,discovery chromosomes protected telomeres enzyme telomerase
physics,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",0,72,invention imaging semiconductor circuit CCD sensor
economics,"""for their analysis of markets with search frictions""",5,53,analysis markets search frictions
literature,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat""",3,118,cartography structures power trenchant images individuals resistance revolt defeat
economics,"""for their analysis of markets with search frictions""",5,53,analysis markets search frictions
peace,"""for his long and non-violent struggle for fundamental human rights in China""",2,77,long nonviolent struggle fundamental human rights China
chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",4,62,palladiumcatalyzed cross couplings organic synthesis
economics,"""for their analysis of markets with search frictions""",5,53,analysis markets search frictions
chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",4,62,palladiumcatalyzed cross couplings organic synthesis
physics,"""for groundbreaking experiments regarding the two-dimensional material graphene""",0,80,groundbreaking experiments regarding twodimensional material graphene
physics,"""for groundbreaking experiments regarding the two-dimensional material graphene""",0,80,groundbreaking experiments regarding twodimensional material graphene
medicine,"""for the development of in vitro fertilization""",1,47,development vitro fertilization
chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",4,62,palladiumcatalyzed cross couplings organic synthesis
economics,"""for their empirical research on cause and effect in the macroeconomy""",5,70,empirical research cause effect macroeconomy
peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",2,124,nonviolent struggle safety women womens rights full participation peacebuilding work
peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",2,124,nonviolent struggle safety women womens rights full participation peacebuilding work
peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",2,124,nonviolent struggle safety women womens rights full participation peacebuilding work
literature,"""because through his condensed translucent images he gives us fresh access to reality""",3,86,condensed translucent images gives us fresh access reality
chemistry,"""for the discovery of quasicrystals""",4,36,discovery quasicrystals
economics,"""for their empirical research on cause and effect in the macroeconomy""",5,70,empirical research cause effect macroeconomy
physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",0,108,discovery accelerating expansion Universe observations distant supernovae
physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",0,108,discovery accelerating expansion Universe observations distant supernovae
medicine,"""for his discovery of the dendritic cell and its role in adaptive immunity""",1,75,discovery dendritic cell role adaptive immunity
medicine,"""for their discoveries concerning the activation of innate immunity""",1,68,discoveries concerning activation innate immunity
medicine,"""for their discoveries concerning the activation of innate immunity""",1,68,discoveries concerning activation innate immunity
physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",0,108,discovery accelerating expansion Universe observations distant supernovae
economics,"""for the theory of stable allocations and the practice of market design""",5,72,theory stable allocations practice market design
economics,"""for the theory of stable allocations and the practice of market design""",5,72,theory stable allocations practice market design
peace,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",2,118,six decades contributed advancement peace reconciliation democracy human rights Europe
literature,"""who with hallucinatory realism merges folk tales history and the contemporary""",3,79,hallucinatory realism merges folk tales history contemporary
chemistry,"""for studies of G-protein-coupled receptors""",4,44,studies Gproteincoupled receptors
chemistry,"""for studies of G-protein-coupled receptors""",4,44,studies Gproteincoupled receptors
physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",0,111,groundbreaking experimental methods enable measuring manipulation individual quantum systems
medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",1,79,discovery mature cells reprogrammed become pluripotent
medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",1,79,discovery mature cells reprogrammed become pluripotent
physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",0,111,groundbreaking experimental methods enable measuring manipulation individual quantum systems
economics,"""for their empirical analysis of asset prices""",5,46,empirical analysis asset prices
chemistry,"""for the development of multiscale models for complex chemical systems""",4,71,development multiscale models complex chemical systems
economics,"""for their empirical analysis of asset prices""",5,46,empirical analysis asset prices
economics,"""for their empirical analysis of asset prices""",5,46,empirical analysis asset prices
peace,"""for its extensive efforts to eliminate chemical weapons""",2,57,extensive efforts eliminate chemical weapons
literature,"""master of the contemporary short story""",3,40,master contemporary short story
chemistry,"""for the development of multiscale models for complex chemical systems""",4,71,development multiscale models complex chemical systems
chemistry,"""for the development of multiscale models for complex chemical systems""",4,71,development multiscale models complex chemical systems
physics,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",0,287,theoretical discovery mechanism contributes understanding origin mass subatomic particles recently confirmed discovery predicted fundamental particle ATLAS CMS experiments CERNs Large Hadron Collider
physics,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",0,287,theoretical discovery mechanism contributes understanding origin mass subatomic particles recently confirmed discovery predicted fundamental particle ATLAS CMS experiments CERNs Large Hadron Collider
medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",1,101,discoveries machinery regulating vesicle traffic major transport system cells
medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",1,101,discoveries machinery regulating vesicle traffic major transport system cells
medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",1,101,discoveries machinery regulating vesicle traffic major transport system cells
economics,"""for his analysis of market power and regulation""",5,49,analysis market power regulation
peace,"""for their struggle against the suppression of children and young people and for the right of all children to education""",2,120,struggle suppression children young people right children education
literature,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""",3,133,art memory evoked ungraspable human destinies uncovered lifeworld occupation
chemistry,"""for the development of super-resolved fluorescence microscopy""",4,63,development superresolved fluorescence microscopy
chemistry,"""for the development of super-resolved fluorescence microscopy""",4,63,development superresolved fluorescence microscopy
chemistry,"""for the development of super-resolved fluorescence microscopy""",4,63,development superresolved fluorescence microscopy
peace,"""for their struggle against the suppression of children and young people and for the right of all children to education""",2,120,struggle suppression children young people right children education
physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",0,122,invention efficient blue lightemitting diodes enabled bright energysaving white light sources
physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",0,122,invention efficient blue lightemitting diodes enabled bright energysaving white light sources
medicine,"""for their discoveries of cells that constitute a positioning system in the brain""",1,82,discoveries cells constitute positioning system brain
medicine,"""for their discoveries of cells that constitute a positioning system in the brain""",1,82,discoveries cells constitute positioning system brain
medicine,"""for their discoveries of cells that constitute a positioning system in the brain""",1,82,discoveries cells constitute positioning system brain
physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",0,122,invention efficient blue lightemitting diodes enabled bright energysaving white light sources
economics,"""for his analysis of consumption poverty and welfare""",5,53,analysis consumption poverty welfare
peace,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",2,131,decisive contribution building pluralistic democracy Tunisia wake Jasmine Revolution 2011
literature,"""for her polyphonic writings a monument to suffering and courage in our time""",3,77,polyphonic writings monument suffering courage time
chemistry,"""for mechanistic studies of DNA repair""",4,39,mechanistic studies DNA repair
chemistry,"""for mechanistic studies of DNA repair""",4,39,mechanistic studies DNA repair
chemistry,"""for mechanistic studies of DNA repair""",4,39,mechanistic studies DNA repair
physics,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",0,81,discovery neutrino oscillations shows neutrinos mass
medicine,"""for her discoveries concerning a novel therapy against Malaria""",1,64,discoveries concerning novel therapy Malaria
medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",1,99,discoveries concerning novel therapy infections caused roundworm parasites
medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",1,99,discoveries concerning novel therapy infections caused roundworm parasites
physics,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",0,81,discovery neutrino oscillations shows neutrinos mass
economics,"""for their contributions to contract theory""",5,44,contributions contract theory
chemistry,"""for the design and synthesis of molecular machines""",4,52,design synthesis molecular machines
economics,"""for their contributions to contract theory""",5,44,contributions contract theory
peace,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",2,92,resolute efforts bring countrys 50yearlong civil war end
chemistry,"""for the design and synthesis of molecular machines""",4,52,design synthesis molecular machines
literature,"""for having created new poetic expressions within the great American song tradition""",3,84,created new poetic expressions within great American song tradition
physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",0,95,theoretical discoveries topological phase transitions topological phases matter
physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",0,95,theoretical discoveries topological phase transitions topological phases matter
physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",0,95,theoretical discoveries topological phase transitions topological phases matter
medicine,"""for his discoveries of mechanisms for autophagy""",1,49,discoveries mechanisms autophagy
chemistry,"""for the design and synthesis of molecular machines""",4,52,design synthesis molecular machines
peace,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons""",2,198,work draw attention catastrophic humanitarian consequences use nuclear weapons groundbreaking efforts achieve treatybased prohibition weapons
literature,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""",3,120,novels great emotional force uncovered abyss beneath illusory sense connection world
chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",4,117,developing cryoelectron microscopy highresolution structure determination biomolecules solution
chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",4,117,developing cryoelectron microscopy highresolution structure determination biomolecules solution
chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",4,117,developing cryoelectron microscopy highresolution structure determination biomolecules solution
physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",0,92,decisive contributions LIGO detector observation gravitational waves
economics,"""for his contributions to behavioural economics""",5,48,contributions behavioural economics
physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",0,92,decisive contributions LIGO detector observation gravitational waves
medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",1,80,discoveries molecular mechanisms controlling circadian rhythm
medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",1,80,discoveries molecular mechanisms controlling circadian rhythm
medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",1,80,discoveries molecular mechanisms controlling circadian rhythm
physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",0,92,decisive contributions LIGO detector observation gravitational waves
literature,"""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life""",3,116,narrative imagination encyclopedic passion represents crossing boundaries form life
economics,"""for integrating technological innovations into long-run macroeconomic analysis""",5,80,integrating technological innovations longrun macroeconomic analysis
economics,"""for integrating climate change into long-run macroeconomic analysis""",5,69,integrating climate change longrun macroeconomic analysis
peace,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",2,91,efforts end use sexual violence weapon war armed conflict
peace,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",2,91,efforts end use sexual violence weapon war armed conflict
chemistry,"""for the phage display of peptides and antibodies""",4,50,phage display peptides antibodies
chemistry,"""for the phage display of peptides and antibodies""",4,50,phage display peptides antibodies
chemistry,"""for the directed evolution of enzymes""",4,39,directed evolution enzymes
physics,"""for their method of generating high-intensity ultra-short optical pulses""",0,74,method generating highintensity ultrashort optical pulses
physics,"""for the optical tweezers and their application to biological systems""",0,70,optical tweezers application biological systems
medicine,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",1,83,discovery cancer therapy inhibition negative immune regulation
medicine,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",1,83,discovery cancer therapy inhibition negative immune regulation
physics,"""for their method of generating high-intensity ultra-short optical pulses""",0,74,method generating highintensity ultrashort optical pulses
chemistry,"""for the development of lithium-ion batteries""",4,46,development lithiumion batteries
economics,"""for their experimental approach to alleviating global poverty""",5,63,experimental approach alleviating global poverty
economics,"""for their experimental approach to alleviating global poverty""",5,63,experimental approach alleviating global poverty
literature,"""for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience""",3,123,influential work linguistic ingenuity explored periphery specificity human experience
economics,"""for their experimental approach to alleviating global poverty""",5,63,experimental approach alleviating global poverty
chemistry,"""for the development of lithium-ion batteries""",4,46,development lithiumion batteries
peace,"""for his efforts to achieve peace and international cooperation and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea""",2,167,efforts achieve peace international cooperation particular decisive initiative resolve border conflict neighbouring Eritrea
physics,"""for the discovery of an exoplanet orbiting a solar-type star""",0,62,discovery exoplanet orbiting solartype star
physics,"""for the discovery of an exoplanet orbiting a solar-type star""",0,62,discovery exoplanet orbiting solartype star
physics,"""for theoretical discoveries in physical cosmology""",0,51,theoretical discoveries physical cosmology
medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",1,75,discoveries cells sense adapt oxygen availability
medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",1,75,discoveries cells sense adapt oxygen availability
medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",1,75,discoveries cells sense adapt oxygen availability
chemistry,"""for the development of lithium-ion batteries""",4,46,development lithiumion batteries
economics,"""for improvements to auction theory and inventions of new auction formats""",5,74,improvements auction theory inventions new auction formats
economics,"""for improvements to auction theory and inventions of new auction formats""",5,74,improvements auction theory inventions new auction formats
peace,"""for its efforts to combat hunger for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict""",2,222,efforts combat hunger contribution bettering conditions peace conflictaffected areas acting driving force efforts prevent use hunger weapon war conflict
literature,"""for her unmistakable poetic voice that with austere beauty makes individual existence universal""",3,97,unmistakable poetic voice austere beauty makes individual existence universal
chemistry,"""for the development of a method for genome editing""",4,52,development method genome editing
chemistry,"""for the development of a method for genome editing""",4,52,development method genome editing
physics,"""for the discovery of a supermassive compact object at the centre of our galaxy""",0,80,discovery supermassive compact object centre galaxy
physics,"""for the discovery that black hole formation is a robust prediction of the general theory of relativity""",0,104,discovery black hole formation robust prediction general theory relativity
medicine,"""for the discovery of Hepatitis C virus""",1,40,discovery Hepatitis C virus
medicine,"""for the discovery of Hepatitis C virus""",1,40,discovery Hepatitis C virus
medicine,"""for the discovery of Hepatitis C virus""",1,40,discovery Hepatitis C virus
physics,"""for the discovery of a supermassive compact object at the centre of our galaxy""",0,80,discovery supermassive compact object centre galaxy
literature,"""for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents""",3,156,uncompromising compassionate penetration effects colonialism fate refugee gulf cultures continents
economics,"""for their methodological contributions to the analysis of causal relationships""",5,80,methodological contributions analysis causal relationships
economics,"""for his empirical contributions to labour economics""",5,53,empirical contributions labour economics
peace,"""for their efforts to safeguard freedom of expression which is a precondition for democracy and lasting peace""",2,110,efforts safeguard freedom expression precondition democracy lasting peace
